id,title,severity,status,createdAt,resolvedAt,mttr,affectedServices,rootComponent,triggeredBy,resolvedBy,errorCode,customerImpact,summary,team,similarIncidents,region
INC-2769,ADO — Work Item Query Service Degradation — Japan East,Sev3,Resolved,2024-09-10T11:00:00.000Z,2024-09-10T11:41:00.000Z,41 min,svc-ado,comp-adoGit,,TSG-234,WIQLTimeout,~863 customers — Work item boards loading slowly — PM productivity impacted,Work item boards loading slowly — PM productivity impacted. Root component: comp-adoGit. Resolved using TSG-234.,team-ado,INC-1013|INC-1079,East US 2
INC-3524,Azure Monitor — Alert Processing Delay > 10min — Southeast Asia,Sev3,Resolved,2024-09-10T11:00:00.000Z,2024-09-10T11:14:00.000Z,14 min,svc-monitor|svc-svcbus,comp-monAlert,,TSG-221,AlertEvalBacklog,"~1,030 customers — Critical alerts firing 10-45min late — SLO at risk",Critical alerts firing 10-45min late — SLO at risk. Root component: comp-monAlert. Resolved using TSG-221.,team-obs,INC-2558,Australia East
INC-1400,ACR — Geo-Replication Sync Lag > 10min — Southeast Asia,Sev3,Resolved,2024-09-09T11:00:00.000Z,2024-09-09T11:51:00.000Z,51 min,svc-acr|svc-aks,comp-acrGeo,,TSG-241,ACR-GeoSyncTimeout,"~3,380 customers — Cross-region image availability degraded — DR runbooks at risk",Cross-region image availability degraded — DR runbooks at risk. Root component: comp-acrGeo. Resolved using TSG-241.,team-containers,INC-1219,Southeast Asia
INC-1428,ADO — Artifact Feed Unavailable — East US 2,Sev4,Active,2024-09-09T11:00:00.000Z,,,svc-ado|svc-aad,comp-adoPipeline,CR-9903,TSG-234,NuGet-503,~463 customers — Package restore failures blocking all builds,Package restore failures blocking all builds. Root component: comp-adoPipeline. Triggered by CR-9903. Resolved using TSG-234.,team-ado,INC-1342|INC-3156,Southeast Asia
INC-2667,App Service — 503 Errors on Downstream SQL — East US 2,Sev3,Mitigating,2024-09-09T11:00:00.000Z,,,svc-appSvc,comp-appPlan,CR-9816,TSG-271,UpstreamConnectionFailure,"~2,278 customers — App Service apps returning 503 on DB-bound requests",App Service apps returning 503 on DB-bound requests. Root component: comp-appPlan. Triggered by CR-9816. Resolved using TSG-271.,team-apps,INC-1295|INC-2259,East US
INC-3041,ACR — Push Rate Limit Exceeded — Southeast Asia,Sev3,Resolved,2024-09-09T11:00:00.000Z,2024-09-09T11:59:00.000Z,59 min,svc-acr,comp-acrRegistry,CR-9855,TSG-241,ACR-RateLimitExceeded,"~3,257 customers — CI pipeline image pushes rejected — build artifacts lost",CI pipeline image pushes rejected — build artifacts lost. Root component: comp-acrRegistry. Triggered by CR-9855. Resolved using TSG-241.,team-containers,,Australia East
INC-1034,AAD STS — Certificate Chain Mismatch — East US 2,Sev2,Resolved,2024-09-08T11:00:00.000Z,2024-09-08T11:26:00.000Z,26 min,svc-aad|svc-ado,comp-aadSTS,CR-9825,,AADSTS700027,"~21,234 customers — Token signing validation failures — 23% of auth requests rejected",Token signing validation failures — 23% of auth requests rejected. Root component: comp-aadSTS. Triggered by CR-9825.,team-aad,INC-1017|INC-3156|INC-2847,Australia East
INC-1507,Azure DevOps — Pipeline Execution Failures — Japan East,Sev2,Resolved,2024-09-08T11:00:00.000Z,2024-09-08T12:04:00.000Z,64 min,svc-ado|svc-acr,comp-adoPipeline,,TSG-234,PipelineAgentUnreachable,"~21,470 customers — CI/CD pipelines queued — no available agents",CI/CD pipelines queued — no available agents. Root component: comp-adoPipeline. Resolved using TSG-234.,team-ado,,East US 2
INC-3659,CDN — Cache Purge Propagation Delay — North EU,Sev3,Resolved,2024-09-08T11:00:00.000Z,2024-09-08T11:47:00.000Z,47 min,svc-cdn,comp-cdnPOP,,TSG-309,CDN-PurgeTimeout,"~2,915 customers — Stale content served after deployment — 5% of users seeing old UI",Stale content served after deployment — 5% of users seeing old UI. Root component: comp-cdnPOP. Resolved using TSG-309.,team-net,INC-2054,Southeast Asia
INC-2843,AKS — CoreDNS Resolution Failures — North EU,Sev2,Active,2024-09-07T11:00:00.000Z,,,svc-aks|svc-acr,comp-aksCP,,,AKS-DNSResolutionFailure,"~26,771 customers — Inter-pod service discovery broken — microservices can't connect",Inter-pod service discovery broken — microservices can't connect. Root component: comp-aksCP.,team-containers,INC-1065|INC-1614,UK South
